"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"1781","ILMN_1715702",-0.328666030973841,-0.0242866222029703,-4.76280180092968,3.59441736239365e-06,5.58263487152957e-05,3.84736200757406,"MAPK1IP1L","mitogen-activated protein kinase 1 interacting protein 1 like"
"757","ILMN_1676737",0.427354853375654,-0.0418652840841584,4.76156158155199,3.61437412290381e-06,5.61178514789184e-05,3.84208202381022,"SEPTIN2","septin 2"
"1002","ILMN_1685580",0.328844926861528,-0.0411512851831683,4.76142024305092,3.61665522558919e-06,5.61348153006254e-05,3.84148037343673,"CBLB","Cbl proto-oncogene B"
"3949","ILMN_1806040",-0.479046557245553,0.0229045486584158,-4.75953330749909,3.64724251644314e-06,5.65909695447195e-05,3.83344942543948,"TYMS","thymidylate synthetase"
"517","ILMN_1667925",0.26440890279421,-0.0408010054950495,4.75924703410891,3.65190478781706e-06,5.66447011603899e-05,3.83223124546076,"PDCL3","phosducin like 3"
"518","ILMN_1667925",0.26440890279421,-0.0408010054950495,4.75924703410891,3.65190478781706e-06,5.66447011603899e-05,3.83223124546076,"PDCL3P4","PDCL3 pseudogene 4"
"5863","ILMN_3238511",-0.473366488769446,0.00446920264851485,-4.75900697169603,3.65581889964256e-06,5.66867966017786e-05,3.83120975235432,"HCG11","HLA complex group 11"
"3498","ILMN_1787628",0.189810627403558,0.021819248990099,4.75887824216276,3.65791944622261e-06,5.67007526631244e-05,3.83066201039385,"NOP56","NOP56 ribonucleoprotein"
"3085","ILMN_1769637",0.254681820418556,-0.00503821848019802,4.75845083161144,3.6649020880562e-06,5.67903512207947e-05,3.82884347079147,"RNMT","RNA guanine-7 methyltransferase"
"3449","ILMN_1785005",-0.370132050155563,-0.0390519743267327,-4.75824113276756,3.66833266052611e-06,5.68248671332596e-05,3.827951295256,"NCF4","neutrophil cytosolic factor 4"
"176","ILMN_1656807",0.195672585179979,-0.00578275526237624,4.75811070674133,3.67046793163465e-06,5.68393019275528e-05,3.82739640624562,"RPL27","ribosomal protein L27"
"5084","ILMN_2317730",-0.252726808740844,0.0276318775594059,-4.75759210236846,3.67897014892558e-06,5.69522907584084e-05,3.8251901581546,"ELMO2","engulfment and cell motility 2"
"5618","ILMN_3182275",-0.569451312641089,-0.0203805577475248,-4.75572276650705,3.70977492747987e-06,5.74103471821106e-05,3.8172392207754,"FHIP2A","FHF complex subunit HOOK interacting protein 2A"
"1350","ILMN_1699362",-0.182142751647715,-0.00833060506435643,-4.75551633487075,3.71319194503347e-06,5.74444050952754e-05,3.81636134827115,"IK","IK cytokine"
"1393","ILMN_1700762",0.440450443546913,-0.0186302479158416,4.75520472519252,3.71835570853655e-06,5.75054546397805e-05,3.81503625268488,"PBX4","PBX homeobox 4"
"3707","ILMN_1796349",-0.463694207549006,-0.00253704310891089,-4.7550283071461,3.72128225039798e-06,5.75130503823779e-05,3.81428607964725,"SMPDL3A","sphingomyelin phosphodiesterase acid like 3A"
"4098","ILMN_1812403",-0.2244430287391,-0.0021235922970297,-4.75509709008304,3.72014096809051e-06,5.75130503823779e-05,3.81457855900875,"BCAP31","B cell receptor associated protein 31"
"646","ILMN_1672174",-0.519171252407743,-0.0806828823663366,-4.75487471913801,3.72383188304137e-06,5.75336289394592e-05,3.81363300369144,"ECE1","endothelin converting enzyme 1"
"1633","ILMN_1710280",-0.337453735288804,-0.00564627810891089,-4.75410550262401,3.73662663617878e-06,5.77124305602878e-05,3.81036245008971,"TUBB1","tubulin beta 1 class VI"
"5719","ILMN_3218003",-0.30374969457691,-0.0330755144059406,-4.75300740667257,3.75496537808269e-06,5.79767145381574e-05,3.80569430092017,NA,NA
"2615","ILMN_1751086",-0.268490702863969,-0.0224688546683168,-4.75224186222544,3.76780172630863e-06,5.81558965147984e-05,3.80244038202272,"ATL3","atlastin GTPase 3"
"456","ILMN_1665859",-0.360724000593652,-0.0371379893811881,-4.75181816475613,3.77492432236525e-06,5.82467986506479e-05,3.80063965159528,"RAB27A","RAB27A, member RAS oncogene family"
"987","ILMN_1685009",-0.335664328102895,0.015391402470297,-4.75173306483902,3.77635646748563e-06,5.82498668568954e-05,3.8002779891909,"ITGAM","integrin subunit alpha M"
"852","ILMN_1679520",-0.378404447195327,0.0341691915693069,-4.75073450822441,3.79320040318787e-06,5.84905805559799e-05,3.79603465447476,"AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1"
"6175","ILMN_3289100",0.260024537519358,0.0450085554950495,4.75051199382362,3.79696371042046e-06,5.85295016340955e-05,3.7950891838117,"RPL29","ribosomal protein L29"
"6097","ILMN_3269484",0.442616003710848,-0.00601348122277228,4.75017800239705,3.80261915633837e-06,5.85975547709683e-05,3.79367011029498,NA,NA
"4435","ILMN_2057573",0.232224730115452,0.0147887262821782,4.74739154542144,3.85012001161151e-06,5.93101820836344e-05,3.78183403470807,"ESYT2","extended synaptotagmin 2"
"2074","ILMN_1728779",0.171679907942798,-0.0188929258019802,4.74726399124981,3.85230808965098e-06,5.93245397399105e-05,3.78129235398787,"NGLY1","N-glycanase 1"
"4317","ILMN_1886655",0.387996351145448,-0.0463453561683168,4.74685000007849,3.85941801389455e-06,5.94146584792221e-05,3.77953434957799,NA,NA
"4933","ILMN_2235975",-0.488109287934427,-0.0247335528267327,-4.74506330257637,3.89024852275104e-06,5.98697712538464e-05,3.77194858595476,"FXYD5","FXYD domain containing ion transport regulator 5"
"5037","ILMN_2297765",-0.606686656989188,0.0760808545594059,-4.74395508345468,3.90949082762868e-06,6.01463066057753e-05,3.76724458021169,"KCNMA1","potassium calcium-activated channel subfamily M alpha 1"
"3822","ILMN_1800898",-0.581321409284967,0.0370506036188119,-4.74366483535071,3.91454564786874e-06,6.02044628767465e-05,3.76601272309211,"ARG2","arginase 2"
"61","ILMN_1653292",-0.333557281755494,-0.0316514558019802,-4.74261237592782,3.93292774537754e-06,6.04674838352625e-05,3.76154643140949,"PFKFB4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
"799","ILMN_1678004",0.218504686769794,0.000719181836633664,4.7425213746805,3.93452106789452e-06,6.04722956582252e-05,3.76116028932278,"TMEM41B","transmembrane protein 41B"
"3832","ILMN_1801254",-0.63594862463795,0.0623902478663366,-4.74236151691252,3.93732149433277e-06,6.04956511056705e-05,3.76048198538301,"NAIP","NLR family apoptosis inhibitory protein"
"3872","ILMN_1803036",0.357689191648064,0.00270443880693069,4.74145210554984,3.9532894276187e-06,6.07212399856451e-05,3.75662354534939,"TARBP1","tRNA guanosine 2 -O-methyltransferase TARBP1"
"4559","ILMN_2098743",-0.279886945063132,-0.000532743603960395,-4.74126051263463,3.95666148294955e-06,6.07532764958356e-05,3.75581073272848,"ACOT13","acyl-CoA thioesterase 13"
"4472","ILMN_2069945",-0.223777232292641,-0.00686458043564356,-4.74073423967724,3.96593823715131e-06,6.08759274874532e-05,3.7535782109136,"SNRNP27","small nuclear ribonucleoprotein U4/U6.U5 subunit 27"
"1422","ILMN_1701875",-0.305595808462505,0.0210453408069307,-4.73890805184074,3.99829206447861e-06,6.13526096482745e-05,3.74583281221823,"ZYX","zyxin"
"4137","ILMN_1814194",0.406810349425881,0.00924000734653465,4.73799432770711,4.01457563330925e-06,6.15824688979634e-05,3.74195833734225,"TCF4","transcription factor 4"
"2846","ILMN_1760320",-0.181661125848971,0.015544090950495,-4.73759005921164,4.02180055348766e-06,6.16732668642129e-05,3.74024430404559,"GNB1","G protein subunit beta 1"
"2869","ILMN_1761260",0.532492692594001,-0.0937239326683168,4.73725929470204,4.02772117520281e-06,6.17440113034742e-05,3.73884200297572,"COBLL1","cordon-bleu WH2 repeat protein like 1"
"3585","ILMN_1791097",0.216667108890827,0.0211764214851485,4.73645266575009,4.0421949795124e-06,6.19457855539748e-05,3.73542256769493,"RSBN1","round spermatid basic protein 1"
"5449","ILMN_2390472",0.270211510246948,0.00562335218316832,4.73479114523112,4.07216698454314e-06,6.2384858529665e-05,3.72838057441312,"TTC14","tetratricopeptide repeat domain 14"
"4051","ILMN_1810418",-0.590113390956401,-0.0356256930643564,-4.73414273041918,4.08392177473705e-06,6.25446528348267e-05,3.72563294647679,"LBR","lamin B receptor"
"564","ILMN_1669635",0.206296724093129,-0.00390572386633663,4.73333851970844,4.09854642058665e-06,6.27361069851782e-05,3.72222555963232,"NUP85","nucleoporin 85"
"1142","ILMN_1691188",-0.346773163411929,-0.0576408897425743,-4.73330925530806,4.09907954852237e-06,6.27361069851782e-05,3.72210157708045,"UIMC1","ubiquitin interaction motif containing 1"
"6258","ILMN_3307799",-0.236543723370422,-0.0026769963960396,-4.73251917657041,4.11349823424019e-06,6.29363897315835e-05,3.71875453492464,"PSMD4","proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
"2312","ILMN_1738821",-0.24741123668713,-0.00113948713366337,-4.73234360257623,4.11670904585178e-06,6.29651181815496e-05,3.71801080461845,"GOLGA2","golgin A2"
"3571","ILMN_1790689",-0.497624614248343,-0.00624109478217822,-4.73073674030245,4.14620716230698e-06,6.33957625389838e-05,3.71120517408811,"CRISPLD2","cysteine rich secretory protein LCCL domain containing 2"
"4382","ILMN_1913336",0.222836189734915,0.00581218403960396,4.73063355407041,4.14810836790512e-06,6.34043062538922e-05,3.71076820718874,NA,NA
"6046","ILMN_3251207",0.325670522063481,0.000332402153465347,4.73025442100564,4.15510112050385e-06,6.34906441353987e-05,3.7091627427309,"TMEM19","transmembrane protein 19"
"5709","ILMN_3213640",-0.339295378993373,-0.017349344490099,-4.73010224866244,4.1579109949449e-06,6.35130317601043e-05,3.70851838772691,NA,NA
"1530","ILMN_1706413",-0.329395379010464,-0.0029775875990099,-4.72959050818638,4.16737378487431e-06,6.36369968423532e-05,3.70635160778611,"METTL25B","methyltransferase like 25B"
"2847","ILMN_1760338",-0.246754765979421,-0.0153472894554455,-4.72906229947757,4.1771628950773e-06,6.37658631859716e-05,3.70411529623225,"SUMO2","small ubiquitin like modifier 2"
"526","ILMN_1668270",-0.379894149537147,-0.0479339977574257,-4.72844523086467,4.18862692573721e-06,6.39202062453939e-05,3.70150302640212,"ZDHHC18","zDHHC palmitoyltransferase 18"
"3547","ILMN_1789508",0.22619650565504,-0.0232789023564356,4.72743227080033,4.20751178265773e-06,6.41876579479028e-05,3.69721540068947,"GTF3C3","general transcription factor IIIC subunit 3"
"4516","ILMN_2087080",0.237651126814091,0.00262263454455446,4.72729048353204,4.21016170435083e-06,6.42073449978024e-05,3.69661530675137,"RPL5","ribosomal protein L5"
"2961","ILMN_1765001",0.542433785467388,-0.0714395675,4.72686196403035,4.21818027957583e-06,6.43088679098276e-05,3.69480174819133,"NAA80","N-alpha-acetyltransferase 80, NatH catalytic subunit"
"1746","ILMN_1714418",0.534222258892571,0.018517851529703,4.72557001263301,4.24244494329305e-06,6.46579274335831e-05,3.68933481497089,"RFLNB","refilin B"
"2640","ILMN_1752117",-0.324154131524939,-0.0389329476039604,-4.72462543505934,4.26027063407029e-06,6.49086588121851e-05,3.6853385637383,"PIP4P2","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2"
"5375","ILMN_2376416",-0.362502327674224,-0.0118410240643564,-4.72340123116873,4.28348090238804e-06,6.5241240406543e-05,3.68016024310097,"UBXN11","UBX domain protein 11"
"5668","ILMN_3201986",0.274819749399721,0.0144692533267327,4.72322130568662,4.28690246572226e-06,6.52723050801186e-05,3.67939925814819,"RPL12","ribosomal protein L12"
"4101","ILMN_1812474",-0.21840034948692,-0.0256950712673267,-4.72281404241839,4.29465695654634e-06,6.53693015516082e-05,3.67767684641362,"TFG","trafficking from ER to golgi regulator"
"2576","ILMN_1749403",-0.47321092241158,-0.0464063376534654,-4.72234834751916,4.30354060479364e-06,6.54834169797063e-05,3.67570745967786,"TSPAN33","tetraspanin 33"
"2780","ILMN_1757730",0.348326224664458,-0.0851840977871287,4.72208294361559,4.30861141056023e-06,6.55394607188955e-05,3.67458515736511,"TTC27","tetratricopeptide repeat domain 27"
"4036","ILMN_1809566",-0.230574609004535,0.0256056195544554,-4.72118186002201,4.32587056868841e-06,6.57808090243794e-05,3.67077516077558,"ZSCAN16","zinc finger and SCAN domain containing 16"
"1439","ILMN_1702835",-0.218293146705267,-0.00782581344059406,-4.72083032022003,4.33262196186181e-06,6.58622683877358e-05,3.66928892478292,"SH3BGRL","SH3 domain binding glutamate rich protein like"
"1803","ILMN_1716547",-0.320662539607953,0.00350128108910891,-4.71970439195584,4.35431415464744e-06,6.61707245296503e-05,3.66452933583635,"NAGK","N-acetylglucosamine kinase"
"5466","ILMN_2392717",-0.181095642897803,0.00575578772277228,-4.71898446483302,4.36823920322778e-06,6.63609861073179e-05,3.66148649595187,"LARP7","La ribonucleoprotein 7, transcriptional regulator"
"270","ILMN_1659782",-0.285163207990583,0.00678526023762376,-4.71799359435836,4.38747521931087e-06,6.66317820203446e-05,3.65729909776634,"WHR1","winged helix repair factor 1"
"1989","ILMN_1725175",-0.373759974237182,0.0101327900049505,-4.71779199533493,4.39139890708141e-06,6.66699330698689e-05,3.65644723087125,"FOSL2","FOS like 2, AP-1 transcription factor subunit"
"3787","ILMN_1799628",-0.418341608532264,0.0340965608960396,-4.71609494392996,4.42456283468392e-06,6.71518403743432e-05,3.64927741254831,"NBR1","NBR1 autophagy cargo receptor"
"1498","ILMN_1705442",-0.246149246349146,0.011956506039604,-4.71563213095401,4.43364902915582e-06,6.72465245009822e-05,3.64732244820211,"CMTM3","CKLF like MARVEL transmembrane domain containing 3"
"4645","ILMN_2128795",0.413204221031392,-0.0263343656980198,4.71568610248885,4.43258850405818e-06,6.72465245009822e-05,3.64755042096745,"LRIG1","leucine rich repeats and immunoglobulin like domains 1"
"5183","ILMN_2342033",-0.374079869220091,0.00135121273267327,-4.7152452712682,4.44125788139082e-06,6.73261229575333e-05,3.64568843570546,"F11R","F11 receptor"
"5338","ILMN_2370414",0.370811726397977,-0.0187606766732673,4.71522037461911,4.4417479861886e-06,6.73261229575333e-05,3.645583281276,"CHD3","chromodomain helicase DNA binding protein 3"
"1392","ILMN_1700733",0.247022499442623,-0.0175572461138614,4.71327186952035,4.48026773643101e-06,6.78882019439759e-05,3.63735488434484,"ATOSA","atos homolog A"
"4324","ILMN_1892638",0.311323455264737,0.00669982432178218,4.71257664887723,4.49408933283469e-06,6.80757964333275e-05,3.63441967868054,NA,NA
"5662","ILMN_3200921",-0.215047721098361,-0.00352641885643564,-4.71222905499084,4.50101522391602e-06,6.81588490031348e-05,3.63295227563857,"SMS","spermine synthase"
"114","ILMN_1655163",-0.184513997763516,-0.000854188262376237,-4.71124341506475,4.52071039080572e-06,6.84351514320977e-05,3.62879176895547,"STK24","serine/threonine kinase 24"
"4569","ILMN_2103397",0.352940239546216,-0.0395131408019802,4.71087081012144,4.52817746345921e-06,6.85262254971618e-05,3.62721914001285,"ZNF234","zinc finger protein 234"
"3080","ILMN_1769473",-0.198518948106732,0.0231768448564356,-4.71078643515984,4.52987000533569e-06,6.85298815573382e-05,3.62686303808954,"SETD2","SET domain containing 2, histone lysine methyltransferase"
"1979","ILMN_1724718",-0.234114592642484,0.0213725610643564,-4.71004674121337,4.54473424935792e-06,6.87327388188998e-05,3.62374140195326,"NCK2","NCK adaptor protein 2"
"1035","ILMN_1687074",-0.568403082412627,-0.113339014584158,-4.70973891003867,4.55093401494264e-06,6.88044700575403e-05,3.62244241730504,"CDC14B","cell division cycle 14B"
"4223","ILMN_1837220",0.401410993131497,-0.00702938901980198,4.70946039604382,4.55655035955228e-06,6.88673376102444e-05,3.62126720393728,NA,NA
"4265","ILMN_1859946",0.161807444781305,0.00787635356435644,4.70911571662373,4.56351021650623e-06,6.89504641829192e-05,3.61981287726859,"UHMK1","U2AF homology motif kinase 1"
"4544","ILMN_2094875",0.563865982689223,-0.0301861225940594,4.70764558568585,4.5933108363691e-06,6.93785302566515e-05,3.61361082545754,NA,NA
"4599","ILMN_2114720",-0.892809494305546,-0.0836646310594059,-4.70719619460439,4.60245773028568e-06,6.94944632541953e-05,3.61171528664174,"SLPI","secretory leukocyte peptidase inhibitor"
"2030","ILMN_1727098",0.349370432532264,-0.0286147220841584,4.70579833498167,4.6310222237857e-06,6.99034230270446e-05,3.60582002193311,"PPP1R16B","protein phosphatase 1 regulatory subunit 16B"
"4408","ILMN_2048636",-0.260235495332055,-0.00846799742079208,-4.70536111619685,4.63999161327305e-06,7.00164357464854e-05,3.60397640574144,"ME2","malic enzyme 2"
"752","ILMN_1676480",-0.698667692368678,-0.0137116188861386,-4.70463749657952,4.65487325384213e-06,7.02185623290379e-05,3.60092542844659,NA,NA
"6061","ILMN_3251658",-0.631519601836066,-0.0515128647178218,-4.70413790983855,4.66517439431136e-06,7.03514852546998e-05,3.59881925482759,"LILRA6","leukocyte immunoglobulin like receptor A6"
"4365","ILMN_1908989",0.341685547195326,-0.000895363683168315,4.7038354532857,4.67142152871706e-06,7.04232078591878e-05,3.59754423627478,NA,NA
"96","ILMN_1654583",-0.235971127234043,0.001650267,-4.70311898561225,4.68625214016178e-06,7.06242421289027e-05,3.59452419905966,"CHD1","chromodomain helicase DNA binding protein 1"
"6049","ILMN_3251269",-0.275657767455878,0.00763267174752475,-4.70288735864246,4.69105644084171e-06,7.06740946594561e-05,3.59354792976056,"SRP14","signal recognition particle 14"
"1762","ILMN_1715068",-0.361418894917335,-0.0391399846683168,-4.70220085540294,4.70532350716803e-06,7.08664332165348e-05,3.5906546594112,"AQP9","aquaporin 9"
"47","ILMN_1652735",0.328117688000349,-0.0448961494950495,4.70163143727241,4.71718903836312e-06,7.10224913837834e-05,3.58825510231024,"RFXAP","regulatory factor X associated protein"
"3042","ILMN_1768077",0.436629045657482,-0.0496539068861386,4.70150634740868,4.71979952489463e-06,7.10391495730715e-05,3.58772799853207,"TCTN3","tectonic family member 3"
"4477","ILMN_2072401",-0.48075026420893,-0.0174999938613861,-4.70127090127845,4.72471680524317e-06,7.10905063486589e-05,3.58673590600542,"OR11H2","olfactory receptor family 11 subfamily H member 2"
"4478","ILMN_2072401",-0.48075026420893,-0.0174999938613861,-4.70127090127845,4.72471680524317e-06,7.10905063486589e-05,3.58673590600542,"OR11H1","olfactory receptor family 11 subfamily H member 1"
"464","ILMN_1666078",-0.549755272611441,-0.126892116316832,-4.70090588508075,4.73234992230271e-06,7.11809117528119e-05,3.58519792681792,"HLA-H","major histocompatibility complex, class I, H (pseudogene)"
"4277","ILMN_1867517",0.512612384729683,-0.0125588004504951,4.70083950308126,4.73373936218971e-06,7.11809117528119e-05,3.5849182395935,"RORA","RAR related orphan receptor A"
"2748","ILMN_1756501",0.230936393108476,0.0122026826782178,4.70039604886352,4.74303139262434e-06,7.12979362523999e-05,3.58304991576712,"ST6GAL1","ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
"1773","ILMN_1715569",-0.185468006229857,-0.0138823962029703,-4.69811607306601,4.79108394242898e-06,7.19973546563358e-05,3.57344635219498,"WASHC3","WASH complex subunit 3"
"5278","ILMN_2361807",-0.31703750864632,-0.0189301226435644,-4.69755809767579,4.80291511922873e-06,7.21521895662507e-05,3.57109665583525,"OS9","OS9 endoplasmic reticulum lectin"
"3115","ILMN_1770803",-0.225706128512731,-0.00768405373267327,-4.69661165089133,4.82304783112922e-06,7.24315968559823e-05,3.5671115765703,"BNIP2","BCL2 interacting protein 2"
"3454","ILMN_1785266",0.317001537315661,0.00462043392574257,4.69590351202771,4.83816450389983e-06,7.26355205606144e-05,3.56413033162012,"OFD1","OFD1 centriole and centriolar satellite protein"
"3308","ILMN_1779633",-0.214318648769446,-0.00725459606930693,-4.69488909893423,4.85989888688086e-06,7.29386349940482e-05,3.55986031073112,"PSMD6","proteasome 26S subunit, non-ATPase 6"
"2241","ILMN_1736135",0.290513581002442,0.0128264331089109,4.69276148680837,4.90579056198677e-06,7.36040006458694e-05,3.5509068551251,"TYW1","tRNA-yW synthesizing protein 1 homolog"
"3002","ILMN_1766528",0.340361657468783,-0.0489341315495049,4.69200386888958,4.92223276384387e-06,7.38272390184534e-05,3.5477194222357,"SLC25A36","solute carrier family 25 member 36"
"2539","ILMN_1747630",-0.225312690750262,-0.0251911420693069,-4.69149875007388,4.93322462692671e-06,7.39686134458334e-05,3.5455945279368,"DEK","DEK proto-oncogene"
"461","ILMN_1665982",0.332786739282874,-0.0119599521039604,4.69105776521744,4.94284023059543e-06,7.40892690990964e-05,3.54373957788386,"AKTIP","AKT interacting protein"
"3905","ILMN_1804263",0.416456869299268,0.000928271826732677,4.69079130205794,4.94865917686e-06,7.41529573547826e-05,3.54261880048965,"ZNF76","zinc finger protein 76"
"3207","ILMN_1775330",-0.393852732376352,-0.0270147535,-4.69016018582345,4.9624676850473e-06,7.433628646764e-05,3.53996445102903,"CCDC9B","coiled-coil domain containing 9B"
"2821","ILMN_1759184",0.368223835541681,-0.0280142556485149,4.68850116350043,4.99894376361738e-06,7.48589451171251e-05,3.53298830391451,"C19orf48P","multidrug resistance-related protein"
"2213","ILMN_1734826",0.254657199357517,0.00484311226732673,4.68824801397278,5.00453232611826e-06,7.49188799666851e-05,3.53192399122569,"NUP88","nucleoporin 88"
"59","ILMN_1653180",-0.432128712855598,-0.0246427542772277,-4.68764484678866,5.01787222124976e-06,7.50947791133864e-05,3.52938829108661,"TPM4","tropomyosin 4"
"4536","ILMN_2092390",-0.624967643283921,-0.115323947737624,-4.68737308098758,5.02389390852888e-06,7.51610811510064e-05,3.52824588011352,"BEND2","BEN domain containing 2"
"3558","ILMN_1790014",-0.36837910143774,-0.0227432320990099,-4.68599228387274,5.05459694143917e-06,7.55964750288517e-05,3.52244230255088,"METRNL","meteorin like, glial cell differentiation regulator"
"3915","ILMN_1804676",-0.393570333487269,-0.0234624104950495,-4.68328549761308,5.11531029565265e-06,7.64802850819786e-05,3.51106950381225,"VAMP4","vesicle associated membrane protein 4"
"608","ILMN_1671004",0.280630684873038,-0.0120596441831683,4.68314902123724,5.11839002105574e-06,7.65021136343303e-05,3.51049622654447,"POLG2","DNA polymerase gamma 2, accessory subunit"
"1483","ILMN_1704793",-0.176241471224276,-0.00547800635643564,-4.68285839312548,5.12495429428588e-06,7.65759937593851e-05,3.50927547042493,"MYPOP","Myb related transcription factor, partner of profilin"
"1070","ILMN_1688404",0.23714893697698,-0.0274890601584158,4.67999547384675,5.19005309691689e-06,7.75241612335489e-05,3.49725330805031,"ZMYM4","zinc finger MYM-type containing 4"
"3702","ILMN_1796235",0.242616870469132,-0.00462494048514852,4.67973707241674,5.19596786931968e-06,7.75734607003817e-05,3.49616850287097,"UTP4","UTP4 small subunit processome component"
"4126","ILMN_1813594",-0.38255773933624,-0.0593776081138614,-4.67970779525391,5.19663842933683e-06,7.75734607003817e-05,3.49604559630874,"MOB4","MOB family member 4, phocein"
"5887","ILMN_3239388",0.412294100687479,-0.0204281442326733,4.6795534141376,5.20017573334304e-06,7.76017377761533e-05,3.49539750918308,NA,NA
"1711","ILMN_1712786",0.298055583108127,0.00432229287128713,4.67945059922927,5.20253279916816e-06,7.76123899676284e-05,3.49496590495085,"AHCYL2","adenosylhomocysteinase like 2"
"4311","ILMN_1883298",0.436308701273108,-0.0285444634257426,4.67845004534067,5.22552469885374e-06,7.79307726717907e-05,3.49076610279843,NA,NA
"5527","ILMN_2402131",-0.435879159514476,-0.0414962211683168,-4.67788626263639,5.23852309202989e-06,7.80999634342374e-05,3.48839995649009,"TAF15","TATA-box binding protein associated factor 15"
"3409","ILMN_1783728",0.308086832637601,-0.0232049409405941,4.67655428100402,5.26935681726863e-06,7.85348664677863e-05,3.48281065973935,"TBRG4","transforming growth factor beta regulator 4"
"1510","ILMN_1705904",-0.598169211783398,0.150434485163366,-4.67532640017911,5.29793572628586e-06,7.89358997754598e-05,3.47765932987501,NA,NA
"4144","ILMN_1814573",0.262639246185211,-0.00255845176732673,4.67493625734433,5.30704754712023e-06,7.90467242819412e-05,3.47602279142182,"CMTR2","cap methyltransferase 2"
"1655","ILMN_1711048",-0.255888087320195,-0.0297790217574257,-4.67297331421761,5.35312204637033e-06,7.96827316016757e-05,3.46779047247839,"ZBTB17","zinc finger and BTB domain containing 17"
"3805","ILMN_1800425",-0.281685214289152,-0.0560976654108911,-4.67298944574036,5.35274183750048e-06,7.96827316016757e-05,3.46785811455309,"SLC9A1","solute carrier family 9 member A1"
"3720","ILMN_1796926",-0.364467300207186,0.0176482872920792,-4.67268964814525,5.35981211726042e-06,7.97571789887608e-05,3.46660104568058,"PABPC5","poly(A) binding protein cytoplasmic 5"
"2988","ILMN_1766045",-0.376075091804674,0.0244759973168317,-4.67261112970017,5.36166534556319e-06,7.97596270665496e-05,3.46627182398654,"SH3GLB1","SH3 domain containing GRB2 like, endophilin B1"
"4643","ILMN_2128750",-0.206108113265086,-0.0180555896287129,-4.67041575934811,5.41373237625777e-06,8.05088141886117e-05,3.45706861376767,"PTTG1IP","PTTG1 interacting protein"
"1069","ILMN_1688373",-0.295902623993722,-0.0356075627178218,-4.67001363494394,5.42332214405406e-06,8.0626039718545e-05,3.45538324627856,"LST1","leukocyte specific transcript 1"
"882","ILMN_1680624",-0.497362518956052,0.0329239141683168,-4.66963513018021,5.43236360067338e-06,8.07336902591862e-05,3.45379697937969,"CREG1","cellular repressor of E1A stimulated genes 1"
"5914","ILMN_3241021",0.619997997017091,0.116552034925743,4.66956744505142,5.43398194689828e-06,8.07336902591862e-05,3.45351333025985,"RNY4","RNA, Ro60-associated Y4"
"6254","ILMN_3307729",0.324331940512731,-0.0299654028217822,4.66774089210347,5.47783066223507e-06,8.13595660402593e-05,3.4458600185594,"CXXC5","CXXC finger protein 5"
"1258","ILMN_1695432",-0.287005176611092,-0.0210054790445545,-4.66757771339332,5.4817645334548e-06,8.13923988304318e-05,3.44517641237166,"TPST2","tyrosylprotein sulfotransferase 2"
"1046","ILMN_1687439",-0.486598259551796,0.00435958706930693,-4.66703454810604,5.49487866051786e-06,8.15614751775358e-05,3.44290106351962,"SNX20","sorting nexin 20"
"4085","ILMN_1811755",-0.501042311783049,0.115937098356436,-4.66558273359237,5.5300797863444e-06,8.20581835968685e-05,3.43682038222416,"ZKSCAN8","zinc finger with KRAB and SCAN domains 8"
"4481","ILMN_2073235",-0.368148331776073,0.0446268171782178,-4.66465062178111,5.55279455616072e-06,8.23693591966165e-05,3.432917192912,"FTH1","ferritin heavy chain 1"
"5837","ILMN_3236970",0.542477817750611,-0.0193844091485149,4.66384129866444,5.5725900145579e-06,8.26370483446104e-05,3.42952868777859,"LINC00667","long intergenic non-protein coding RNA 667"
"2104","ILMN_1730416",0.356466716604465,-0.0495915705792079,4.6628543141361,5.59682304264124e-06,8.29703544026957e-05,3.42539698505986,"CYCS","cytochrome c, somatic"
"3692","ILMN_1795911",0.256397781029299,-0.0348002386732673,4.66195611704269,5.6189643925222e-06,8.32724528469457e-05,3.42163757649655,"SKIC3","SKI3 subunit of superkiller complex"
"2956","ILMN_1764826",-0.333406836958145,-0.00101297432673267,-4.66146806594438,5.63103067026121e-06,8.34250971101339e-05,3.41959508117209,"TFE3","transcription factor binding to IGHM enhancer 3"
"2126","ILMN_1731064",0.320015924505058,-0.0212179786039604,4.66122256537762,5.63710971703901e-06,8.34889711650892e-05,3.41856772579247,"COQ8A","coenzyme Q8A"
"4384","ILMN_1915076",0.384486362621905,-0.0392383581485149,4.66055520172561,5.65366686836758e-06,8.37079435297395e-05,3.41577520492149,NA,NA
"1928","ILMN_1722855",0.404341085342867,-0.0261418676881188,4.65998694213914,5.6678022208355e-06,8.38909328399504e-05,3.41339763014158,"VEGFB","vascular endothelial growth factor B"
"2252","ILMN_1736597",-0.301534427670736,-0.0162455824257426,-4.65947497664902,5.68056644155875e-06,8.40271949894335e-05,3.4112557879266,"TKT","transketolase"
